country,Communication,Education,Economics,Environment,Infrastructure,Health,Energy,Work,Society,Government
Pakistan,0.705,0.39,2.35,8.92,5.9,1.485,0.81,5.19,4.62,2.195
Panama,2.8049999999999997,4.35,0.45,9.15,6.95,2.875,0.675,6.615,5.550000000000001,3.7100000000000004
Peru,2.1,0.81,2.74,9.440000000000001,6.46,2.245,0.76,7.77,5.63,3.29
Philippines,1.9049999999999998,2.3249999999999997,2.43,9.340000000000002,6.6000000000000005,1.9000000000000001,0.535,6.359999999999999,5.24,2.975
Palau,2.55,0.0,0.15000000000000002,1.2000000000000002,7.41,2.395,0.010000000000000002,3.105,4.04,2.5
Papua New Guinea,0.69,4.919999999999999,0.22000000000000003,8.950000000000001,0.9800000000000001,1.1500000000000001,0.7050000000000001,4.845,2.43,2.645
Poland,3.42,8.205,3.2,7.359999999999999,8.15,2.99,0.45999999999999996,7.169999999999999,7.95,4.13
Puerto Rico,2.8049999999999997,5.865,2.62,2.49,8.81,0.0,0.03,4.425,,0.0
North Korea,0.24,0.0,0.010000000000000002,7.359999999999999,5.54,2.43,0.555,6.180000000000001,2.02,0.125
Portugal,5.565,10.395,2.9600000000000004,8.49,7.45,3.875,0.8300000000000001,7.034999999999999,7.5200000000000005,4.595000000000001
Paraguay,1.92,1.6049999999999998,2.9000000000000004,8.97,7.25,2.265,1.4050000000000002,7.53,5.220000000000001,3.1050000000000004
Palestine,1.575,8.444999999999999,1.99,7.240000000000001,7.31,1.335,0.195,2.34,5.43,
French Polynesia,3.615,0.0,2.14,,7.420000000000001,0.0,0.10500000000000001,2.295,,
Qatar,3.0749999999999997,5.145,5.23,4.33,8.99,2.0850000000000004,1.79,10.589999999999998,5.5600000000000005,1.47
Romania,3.7199999999999998,8.43,3.19,8.68,7.07,2.805,0.8650000000000001,6.27,7.26,3.88
Russia,3.8549999999999995,2.5799999999999996,3.33,8.28,7.540000000000001,2.895,0.76,7.8,7.08,1.395
Rwanda,0.66,2.8049999999999997,2.5300000000000002,9.06,3.64,2.1300000000000003,1.06,8.415,2.44,1.51
Saudi Arabia,3.3299999999999996,5.444999999999999,3.6700000000000004,5.53,7.32,2.5700000000000003,0.73,6.165,7.340000000000001,0.625
Sudan,1.02,2.175,3.08,7.06,3.16,1.745,1.0550000000000002,3.1799999999999997,2.9800000000000004,0.82
Senegal,1.17,2.19,2.97,8.82,4.61,1.75,0.58,4.845,3.4600000000000004,3.29
Singapore,6.615,5.04,4.79,3.66,7.81,2.975,0.34,9.075,7.7700000000000005,2.92
Solomon Islands,0.7649999999999999,0.0,2.42,2.4800000000000004,3.8000000000000003,1.7800000000000002,0.635,9.839999999999998,3.0500000000000003,3.4700000000000006
Sierra Leone,0.66,2.595,1.97,8.75,1.6800000000000002,2.0500000000000003,0.9750000000000001,5.1,3.33,3.055
El Salvador,2.565,3.57,2.22,9.290000000000001,7.08,2.4800000000000004,0.5599999999999999,5.895,5.43,2.9600000000000004
San Marino,8.01,1.95,3.78,,7.5,2.595,,2.985,5.120000000000001,2.5
Somalia,0.48,,0.61,7.390000000000001,2.42,0.845,1.2400000000000002,0.46499999999999997,1.72,0.625
Serbia,3.6599999999999997,9.735000000000001,2.91,7.56,7.65,2.6100000000000003,0.67,6.27,6.91,3.0850000000000004
South Sudan,0.0,0.0,0.0,7.359999999999999,0.31000000000000005,1.0650000000000002,1.6800000000000002,5.49,1.4900000000000002,0.67
Sao Tome and Principe,0.8999999999999999,2.655,0.24,6.859999999999999,4.4,2.08,0.54,4.154999999999999,3.66,2.66
Suriname,2.88,1.7249999999999999,0.6200000000000001,6.66,6.970000000000001,2.31,0.8,4.095,2.54,3.5200000000000005
Slovak Republic,4.845,3.945,3.08,6.7700000000000005,8.01,3.225,1.17,7.319999999999999,8.01,4.39
Slovenia,5.595,10.545,3.3600000000000003,7.109999999999999,8.57,3.355,1.3550000000000002,6.975,8.3,4.5600000000000005
Sweden,7.365,4.034999999999999,3.6200000000000006,6.98,8.540000000000001,3.5950000000000006,2.34,8.205,9.42,4.920000000000001
Eswatini,1.305,5.88,2.5,6.620000000000001,4.91,1.7550000000000001,0.86,3.78,2.87,0.7400000000000001
Seychelles,4.845,5.609999999999999,3.9700000000000006,2.7300000000000004,7.670000000000001,2.105,0.015,2.73,4.6000000000000005,2.8800000000000003
Syria,1.68,5.52,1.2800000000000002,8.92,6.859999999999999,1.9350000000000003,0.135,3.0,2.62,0.265
Turks and Caicos Islands,0.285,1.095,0.06999999999999999,,7.26,,0.005000000000000001,,,
Chad,0.375,0.57,2.44,8.39,0.68,1.135,0.9550000000000001,6.435,2.89,0.8800000000000001
Togo,0.78,4.5,2.44,8.85,2.6500000000000004,1.7550000000000001,1.165,6.54,3.59,1.9000000000000001
Thailand,2.865,2.385,3.12,8.92,7.4,2.5100000000000002,0.48,8.76,6.7700000000000005,2.125
Tajikistan,1.245,6.33,2.8000000000000003,9.23,6.57,2.1300000000000003,1.5350000000000001,4.215,5.19,0.625
Turkmenistan,1.7249999999999999,6.315,2.0,6.19,7.590000000000001,2.035,0.61,2.5799999999999996,3.5100000000000002,0.22000000000000003
Timor-Leste,0.885,2.4599999999999995,2.31,4.94,5.2700000000000005,2.205,0.15000000000000002,5.909999999999999,3.9700000000000006,3.39
Tonga,1.17,3.03,1.7600000000000002,2.37,7.2700000000000005,1.915,0.025,5.085,3.9600000000000004,2.0850000000000004
Trinidad and Tobago,3.645,6.27,0.5,5.510000000000001,8.0,2.8100000000000005,1.07,6.044999999999999,4.0,3.8350000000000004
Tunisia,2.31,2.31,2.25,9.26,7.32,2.42,0.31000000000000005,4.6499999999999995,5.670000000000001,1.975
Turkey,2.655,9.27,4.3,8.440000000000001,7.550000000000001,2.765,0.42500000000000004,5.534999999999999,5.82,2.295
Tuvalu,1.56,2.4599999999999995,0.13999999999999999,2.4000000000000004,7.01,2.6950000000000003,0.085,,3.48,2.5
